category_name,date,YEARS,MONTHS,Total_value
CANADIAN WHISKIES,2023-06-29,2023,6,240170.23
AMERICAN VODKAS,2021-03-31,2021,3,239922.73
AMERICAN VODKAS,2022-06-08,2022,6,239828.67
STRAIGHT BOURBON WHISKIES,2021-12-08,2021,12,239746.21
AMERICAN VODKAS,2022-08-11,2022,8,239669.42
CANADIAN WHISKIES,2022-11-18,2022,11,239609.98
AMERICAN VODKAS,2023-03-13,2023,3,239544.28
AMERICAN VODKAS,2023-02-27,2023,2,239526.93
AMERICAN VODKAS,2022-12-02,2022,12,239517.2
AMERICAN VODKAS,2022-05-10,2022,5,239383.83
AMERICAN VODKAS,2021-09-30,2021,9,239370.39
AMERICAN VODKAS,2021-12-14,2021,12,239363.13
AMERICAN VODKAS,2024-01-22,2024,1,239275.23
AMERICAN VODKAS,2022-03-17,2022,3,239137.44
AMERICAN VODKAS,2022-10-07,2022,10,238956.68
AMERICAN VODKAS,2021-03-12,2021,3,238952.79
AMERICAN VODKAS,2022-06-10,2022,6,238848.01
AMERICAN VODKAS,2023-07-18,2023,7,238820.11
CANADIAN WHISKIES,2022-09-02,2022,9,238659.87
CANADIAN WHISKIES,2023-06-06,2023,6,238651.49
AMERICAN VODKAS,2021-06-23,2021,6,238266.89
AMERICAN VODKAS,2022-03-29,2022,3,238179.08
AMERICAN VODKAS,2021-12-15,2021,12,238110.02
CANADIAN WHISKIES,2022-08-16,2022,8,238064.13
AMERICAN VODKAS,2023-06-22,2023,6,238040.22
CANADIAN WHISKIES,2022-11-25,2022,11,237598.73
AMERICAN VODKAS,2023-01-18,2023,1,237546.73
AMERICAN VODKAS,2022-02-01,2022,2,237534.14
AMERICAN VODKAS,2022-05-11,2022,5,237494.21
AMERICAN VODKAS,2022-07-01,2022,7,237446.23
CANADIAN WHISKIES,2023-12-22,2023,12,237443.97
CANADIAN WHISKIES,2023-11-22,2023,11,237392.66
AMERICAN VODKAS,2023-08-24,2023,8,237074.77
AMERICAN VODKAS,2022-08-25,2022,8,237054.76
AMERICAN VODKAS,2021-04-21,2021,4,237052.72
AMERICAN VODKAS,2021-07-02,2021,7,236501.22
AMERICAN VODKAS,2021-02-24,2021,2,236467.86
AMERICAN VODKAS,2021-06-22,2021,6,236414.16
CANADIAN WHISKIES,2023-05-02,2023,5,236373.03
CANADIAN WHISKIES,2023-05-26,2023,5,236174.94
AMERICAN VODKAS,2022-10-26,2022,10,236149.78
AMERICAN VODKAS,2021-04-16,2021,4,236115.75
STRAIGHT BOURBON WHISKIES,2024-01-10,2024,1,236019.03
CANADIAN WHISKIES,2021-07-07,2021,7,235889.87
AMERICAN VODKAS,2022-04-01,2022,4,235693.19
AMERICAN VODKAS,2023-10-27,2023,10,235229.2
AMERICAN VODKAS,2024-01-02,2024,1,235085.4
CANADIAN WHISKIES,2022-07-29,2022,7,234760.99
AMERICAN VODKAS,2021-04-13,2021,4,234553.94
AMERICAN VODKAS,2022-05-23,2022,5,234516.97
AMERICAN VODKAS,2023-12-11,2023,12,234393.62
AMERICAN VODKAS,2021-03-17,2021,3,234379.13
CANADIAN WHISKIES,2023-07-31,2023,7,234362.36
AMERICAN VODKAS,2022-01-10,2022,1,234356.87
IMPORTED BRANDIES,2021-01-04,2021,1,234246.53
AMERICAN VODKAS,2021-08-23,2021,8,234245.08
AMERICAN VODKAS,2023-06-03,2023,6,234166.53
AMERICAN VODKAS,2022-07-14,2022,7,234151.73
AMERICAN VODKAS,2022-05-04,2022,5,233177.68
CANADIAN WHISKIES,2023-07-14,2023,7,233061.38
CANADIAN WHISKIES,2023-10-24,2023,10,232814.26
AMERICAN VODKAS,2022-06-14,2022,6,232576.93
CANADIAN WHISKIES,2023-05-25,2023,5,232490.86
AMERICAN VODKAS,2022-01-06,2022,1,232385.3
AMERICAN VODKAS,2022-12-21,2022,12,232377.43
AMERICAN VODKAS,2022-06-22,2022,6,231968.72
CANADIAN WHISKIES,2023-08-29,2023,8,231724.03
AMERICAN VODKAS,2023-04-14,2023,4,231713.53
STRAIGHT BOURBON WHISKIES,2023-11-14,2023,11,231633.15
AMERICAN VODKAS,2021-05-14,2021,5,231430.09
AMERICAN VODKAS,2023-06-19,2023,6,231401.86
AMERICAN VODKAS,2023-07-11,2023,7,231396.14
CANADIAN WHISKIES,2022-05-06,2022,5,231340.43
AMERICAN VODKAS,2022-09-21,2022,9,231335.41
AMERICAN VODKAS,2021-07-23,2021,7,231260.03
AMERICAN VODKAS,2023-10-05,2023,10,231187.16
CANADIAN WHISKIES,2023-07-19,2023,7,231109.28
CANADIAN WHISKIES,2021-05-25,2021,5,231030.04
CANADIAN WHISKIES,2021-11-26,2021,11,230997.52
STRAIGHT BOURBON WHISKIES,2021-10-14,2021,10,230981.23
AMERICAN VODKAS,2021-06-01,2021,6,230733.36
CANADIAN WHISKIES,2023-10-17,2023,10,230688.52
CANADIAN WHISKIES,2023-09-09,2023,9,230667.74
CANADIAN WHISKIES,2023-10-12,2023,10,230484.34
AMERICAN VODKAS,2023-11-06,2023,11,230477.14
AMERICAN VODKAS,2022-07-13,2022,7,230410.71
AMERICAN VODKAS,2023-07-25,2023,7,230404.29
AMERICAN VODKAS,2022-10-19,2022,10,230336.87
AMERICAN VODKAS,2024-01-17,2024,1,230231.92
CANADIAN WHISKIES,2021-02-17,2021,2,230104.45
AMERICAN VODKAS,2021-01-25,2021,1,230046.95
AMERICAN VODKAS,2022-07-05,2022,7,230026.88
AMERICAN VODKAS,2023-01-13,2023,1,230016.25
STRAIGHT BOURBON WHISKIES,2023-12-06,2023,12,230015.63
AMERICAN VODKAS,2022-10-04,2022,10,229897.13
CANADIAN WHISKIES,2021-02-18,2021,2,229845.69
CANADIAN WHISKIES,2021-09-21,2021,9,229797.23
AMERICAN VODKAS,2023-09-15,2023,9,229772.25
AMERICAN VODKAS,2023-07-20,2023,7,229731.56
AMERICAN VODKAS,2022-12-09,2022,12,229646.12
AMERICAN VODKAS,2022-12-26,2022,12,229614.59
CANADIAN WHISKIES,2022-05-17,2022,5,229602.66
STRAIGHT BOURBON WHISKIES,2022-06-16,2022,6,229575.41
AMERICAN VODKAS,2022-04-25,2022,4,229214.31
AMERICAN VODKAS,2021-12-17,2021,12,228992.49
STRAIGHT BOURBON WHISKIES,2022-12-20,2022,12,228892.28
AMERICAN VODKAS,2021-05-03,2021,5,228719.02
CANADIAN WHISKIES,2022-10-12,2022,10,228692.15
AMERICAN VODKAS,2022-04-05,2022,4,228586.81
AMERICAN VODKAS,2023-04-18,2023,4,228528.65
STRAIGHT BOURBON WHISKIES,2022-08-02,2022,8,228498.61
AMERICAN VODKAS,2021-01-27,2021,1,228284.97
CANADIAN WHISKIES,2022-10-19,2022,10,228248.51
AMERICAN VODKAS,2021-02-05,2021,2,228240.6
AMERICAN VODKAS,2023-03-28,2023,3,228219.19
SPICED RUM,2023-11-06,2023,11,228052.56
AMERICAN VODKAS,2023-01-27,2023,1,227972.15
AMERICAN VODKAS,2022-03-28,2022,3,227918.69
AMERICAN VODKAS,2021-01-12,2021,1,227820.37
AMERICAN VODKAS,2023-05-15,2023,5,227704.42
AMERICAN VODKAS,2021-07-14,2021,7,227577.37
AMERICAN VODKAS,2021-07-01,2021,7,227562.75
AMERICAN VODKAS,2021-06-17,2021,6,227540.74
AMERICAN VODKAS,2022-06-09,2022,6,227381.53
AMERICAN VODKAS,2021-09-13,2021,9,227347.8
CANADIAN WHISKIES,2022-08-18,2022,8,227277.7
AMERICAN VODKAS,2023-03-01,2023,3,227237.64
CANADIAN WHISKIES,2022-05-24,2022,5,227192.63
AMERICAN VODKAS,2022-07-07,2022,7,226902.36
AMERICAN VODKAS,2022-03-14,2022,3,226847.31
CANADIAN WHISKIES,2023-05-09,2023,5,226824.47
AMERICAN VODKAS,2022-10-06,2022,10,226773.94
AMERICAN VODKAS,2021-08-09,2021,8,226692.4
STRAIGHT BOURBON WHISKIES,2023-10-12,2023,10,226621.57
AMERICAN VODKAS,2023-02-24,2023,2,226465.2
AMERICAN VODKAS,2023-06-15,2023,6,226437.77
AMERICAN VODKAS,2021-03-24,2021,3,226389.45
AMERICAN VODKAS,2022-12-08,2022,12,226386.06
AMERICAN VODKAS,2023-04-28,2023,4,226283.88
AMERICAN VODKAS,2022-02-15,2022,2,226102.88
AMERICAN VODKAS,2022-09-12,2022,9,225978.02
CANADIAN WHISKIES,2023-07-05,2023,7,225791.2
STRAIGHT BOURBON WHISKIES,2023-02-13,2023,2,225782.1
AMERICAN VODKAS,2023-05-10,2023,5,225693.43
AMERICAN VODKAS,2024-01-25,2024,1,225578.21
CANADIAN WHISKIES,2023-07-12,2023,7,225518.49
AMERICAN VODKAS,2023-03-17,2023,3,225446.76
AMERICAN VODKAS,2022-07-22,2022,7,225270.53
AMERICAN VODKAS,2022-08-29,2022,8,225114.16
STRAIGHT BOURBON WHISKIES,2023-07-17,2023,7,225084.93
AMERICAN VODKAS,2022-09-09,2022,9,225080.38
AMERICAN VODKAS,2022-04-29,2022,4,224993.66
AMERICAN VODKAS,2022-06-02,2022,6,224926.89
STRAIGHT BOURBON WHISKIES,2022-08-31,2022,8,224920.42
AMERICAN VODKAS,2022-09-16,2022,9,224911.52
STRAIGHT BOURBON WHISKIES,2023-08-15,2023,8,224875.13
AMERICAN VODKAS,2021-09-24,2021,9,224844.59
STRAIGHT BOURBON WHISKIES,2022-08-03,2022,8,224837.98
AMERICAN VODKAS,2022-11-28,2022,11,224642.79
AMERICAN VODKAS,2021-03-19,2021,3,224557.9
CANADIAN WHISKIES,2021-11-16,2021,11,224547.79
AMERICAN VODKAS,2023-09-11,2023,9,224512.02
AMERICAN VODKAS,2021-03-23,2021,3,224351.06
CANADIAN WHISKIES,2021-12-07,2021,12,224320.58
AMERICAN VODKAS,2021-11-23,2021,11,224219.83
AMERICAN VODKAS,2022-06-28,2022,6,224211.77
AMERICAN VODKAS,2022-10-28,2022,10,224112.71
AMERICAN VODKAS,2023-11-01,2023,11,224084.05
STRAIGHT BOURBON WHISKIES,2022-12-22,2022,12,224078.95
STRAIGHT BOURBON WHISKIES,2022-05-25,2022,5,223955.79
SPICED RUM,2023-03-06,2023,3,223954.49
STRAIGHT BOURBON WHISKIES,2023-10-10,2023,10,223903.22
CANADIAN WHISKIES,2021-05-06,2021,5,223858.17
CANADIAN WHISKIES,2021-10-15,2021,10,223807.73
AMERICAN VODKAS,2021-10-20,2021,10,223795.89
AMERICAN VODKAS,2021-11-03,2021,11,223576.43
AMERICAN VODKAS,2021-12-28,2021,12,223471.1
CANADIAN WHISKIES,2023-11-09,2023,11,223356.18
CANADIAN WHISKIES,2023-06-23,2023,6,223343.63
AMERICAN VODKAS,2021-08-13,2021,8,223323.92
CANADIAN WHISKIES,2021-12-22,2021,12,223225.37
CANADIAN WHISKIES,2023-12-29,2023,12,223205.65
AMERICAN VODKAS,2021-02-25,2021,2,223049.38
AMERICAN VODKAS,2021-01-26,2021,1,223046.48
AMERICAN VODKAS,2023-02-20,2023,2,222952.06
CANADIAN WHISKIES,2021-07-20,2021,7,222946.52
STRAIGHT BOURBON WHISKIES,2022-08-30,2022,8,222942.22
AMERICAN VODKAS,2021-08-02,2021,8,222595.11
AMERICAN VODKAS,2023-01-12,2023,1,222542.8
AMERICAN VODKAS,2022-11-03,2022,11,222361.3
STRAIGHT BOURBON WHISKIES,2021-10-26,2021,10,221916.82
AMERICAN VODKAS,2024-01-09,2024,1,221878.82
AMERICAN VODKAS,2023-01-25,2023,1,221860.01
CANADIAN WHISKIES,2022-05-13,2022,5,221851.11
AMERICAN VODKAS,2021-02-26,2021,2,221757.5
SPICED RUM,2021-12-07,2021,12,221719.93
AMERICAN VODKAS,2021-10-26,2021,10,221683.76
AMERICAN VODKAS,2021-10-22,2021,10,221489.66
AMERICAN VODKAS,2021-03-09,2021,3,221458.86
STRAIGHT BOURBON WHISKIES,2022-10-06,2022,10,221074.9
AMERICAN VODKAS,2023-01-17,2023,1,221017.19
100% AGAVE TEQUILA,2023-06-05,2023,6,220972.98
AMERICAN VODKAS,2021-12-22,2021,12,220931.36
100% AGAVE TEQUILA,2022-04-06,2022,4,220916.95
AMERICAN VODKAS,2024-01-08,2024,1,220809.14
CANADIAN WHISKIES,2021-01-29,2021,1,220656.02
AMERICAN VODKAS,2022-09-22,2022,9,220342.23
AMERICAN VODKAS,2023-12-15,2023,12,220342.16
AMERICAN VODKAS,2022-07-18,2022,7,220331.96
AMERICAN VODKAS,2023-12-13,2023,12,220247.51
AMERICAN VODKAS,2023-11-03,2023,11,220188.21
AMERICAN VODKAS,2022-04-27,2022,4,220083.31
AMERICAN VODKAS,2022-07-15,2022,7,219996.05
CANADIAN WHISKIES,2023-05-19,2023,5,219775.84
CANADIAN WHISKIES,2021-07-14,2021,7,219755.13
STRAIGHT BOURBON WHISKIES,2023-12-13,2023,12,219611.34
AMERICAN VODKAS,2022-04-19,2022,4,219508.91
AMERICAN VODKAS,2023-04-20,2023,4,219393.97
AMERICAN VODKAS,2021-12-08,2021,12,219358.71
AMERICAN VODKAS,2022-09-29,2022,9,218965.27
AMERICAN VODKAS,2022-06-13,2022,6,218942.51
AMERICAN VODKAS,2023-05-18,2023,5,218911.54
STRAIGHT BOURBON WHISKIES,2021-12-21,2021,12,218809.72
CANADIAN WHISKIES,2021-02-12,2021,2,218769.19
AMERICAN VODKAS,2021-04-09,2021,4,218750.86
CANADIAN WHISKIES,2023-09-08,2023,9,218598.99
AMERICAN VODKAS,2023-10-16,2023,10,218572.74
AMERICAN VODKAS,2022-10-21,2022,10,218517.58
CANADIAN WHISKIES,2021-07-21,2021,7,218311.96
AMERICAN VODKAS,2023-06-14,2023,6,218205.17
AMERICAN VODKAS,2021-01-04,2021,1,218112.66
AMERICAN VODKAS,2024-01-10,2024,1,217974.52
AMERICAN VODKAS,2021-02-22,2021,2,217919.64
CANADIAN WHISKIES,2021-10-28,2021,10,217830.67
AMERICAN VODKAS,2023-08-28,2023,8,217791.36
AMERICAN VODKAS,2021-01-18,2021,1,217777.71
100% AGAVE TEQUILA,2023-12-07,2023,12,217738.03
CANADIAN WHISKIES,2023-03-03,2023,3,217650.8
AMERICAN VODKAS,2021-10-01,2021,10,217650.49
STRAIGHT BOURBON WHISKIES,2022-11-07,2022,11,217612.08
AMERICAN VODKAS,2021-04-05,2021,4,217578.78
STRAIGHT BOURBON WHISKIES,2023-09-13,2023,9,217534.81
CANADIAN WHISKIES,2021-05-14,2021,5,217404.98
AMERICAN VODKAS,2022-12-28,2022,12,217378.38
AMERICAN VODKAS,2021-07-09,2021,7,217313.86
CANADIAN WHISKIES,2021-09-14,2021,9,217308.77
AMERICAN VODKAS,2023-03-27,2023,3,217275.78
AMERICAN VODKAS,2022-10-31,2022,10,217220.27
SPICED RUM,2023-03-27,2023,3,217061.19
AMERICAN VODKAS,2022-04-22,2022,4,217027.17
CANADIAN WHISKIES,2021-12-30,2021,12,216982.61
STRAIGHT BOURBON WHISKIES,2022-04-18,2022,4,216819.53
CANADIAN WHISKIES,2021-12-10,2021,12,216751.85
AMERICAN VODKAS,2021-09-17,2021,9,216637.0
CANADIAN WHISKIES,2022-06-24,2022,6,216477.42
AMERICAN VODKAS,2021-11-24,2021,11,216462.12
AMERICAN VODKAS,2023-10-23,2023,10,216423.39
STRAIGHT BOURBON WHISKIES,2023-06-12,2023,6,216296.83
STRAIGHT BOURBON WHISKIES,2023-12-26,2023,12,216258.03
100% AGAVE TEQUILA,2023-09-05,2023,9,215939.61
CANADIAN WHISKIES,2023-11-14,2023,11,215888.28
AMERICAN VODKAS,2021-04-26,2021,4,215782.62
CANADIAN WHISKIES,2021-04-16,2021,4,215688.81
CANADIAN WHISKIES,2021-02-02,2021,2,215571.45
AMERICAN VODKAS,2021-04-12,2021,4,215569.74
100% AGAVE TEQUILA,2023-12-29,2023,12,215479.69
AMERICAN VODKAS,2022-09-28,2022,9,215479.41
AMERICAN VODKAS,2021-06-18,2021,6,215450.36
AMERICAN VODKAS,2021-04-07,2021,4,215375.4
AMERICAN VODKAS,2023-01-20,2023,1,215220.76
AMERICAN VODKAS,2021-03-03,2021,3,215204.82
CANADIAN WHISKIES,2021-02-10,2021,2,215031.18
AMERICAN VODKAS,2021-09-02,2021,9,215023.83
CANADIAN WHISKIES,2021-03-31,2021,3,214941.37
CANADIAN WHISKIES,2021-04-26,2021,4,214940.11
CANADIAN WHISKIES,2023-02-06,2023,2,214853.23
CANADIAN WHISKIES,2021-10-20,2021,10,214545.92
SPICED RUM,2021-12-08,2021,12,214276.37
STRAIGHT BOURBON WHISKIES,2021-06-22,2021,6,214202.35
AMERICAN VODKAS,2021-12-03,2021,12,214119.93
AMERICAN VODKAS,2023-04-12,2023,4,214119.86
AMERICAN VODKAS,2023-02-10,2023,2,214085.09
STRAIGHT BOURBON WHISKIES,2023-08-16,2023,8,214062.78
AMERICAN VODKAS,2021-05-25,2021,5,213914.72
AMERICAN VODKAS,2021-12-20,2021,12,213866.03
AMERICAN VODKAS,2022-03-21,2022,3,213798.69
CANADIAN WHISKIES,2022-12-28,2022,12,213664.6
AMERICAN VODKAS,2021-01-06,2021,1,213577.18
AMERICAN VODKAS,2021-03-11,2021,3,213548.23
AMERICAN VODKAS,2021-03-30,2021,3,213474.14
CANADIAN WHISKIES,2021-06-09,2021,6,213409.3
AMERICAN VODKAS,2023-10-18,2023,10,213230.04
AMERICAN VODKAS,2022-07-25,2022,7,212989.75
AMERICAN VODKAS,2021-12-07,2021,12,212827.88
CANADIAN WHISKIES,2023-07-21,2023,7,212403.73
AMERICAN VODKAS,2021-10-07,2021,10,212348.38
AMERICAN VODKAS,2021-12-16,2021,12,212334.5
AMERICAN VODKAS,2023-01-23,2023,1,212278.41
CANADIAN WHISKIES,2022-07-19,2022,7,212180.43
AMERICAN VODKAS,2023-08-10,2023,8,212071.52
AMERICAN VODKAS,2023-08-17,2023,8,212002.07
AMERICAN VODKAS,2022-04-11,2022,4,211962.16
CANADIAN WHISKIES,2023-09-13,2023,9,211961.97
CANADIAN WHISKIES,2021-09-03,2021,9,211935.03
100% AGAVE TEQUILA,2023-06-29,2023,6,211879.96
STRAIGHT BOURBON WHISKIES,2021-10-19,2021,10,211833.38
AMERICAN VODKAS,2021-03-26,2021,3,211687.24
STRAIGHT BOURBON WHISKIES,2022-12-05,2022,12,211674.92
CANADIAN WHISKIES,2023-05-22,2023,5,211672.46
AMERICAN VODKAS,2022-09-30,2022,9,211584.86
AMERICAN VODKAS,2022-03-18,2022,3,211272.72
100% AGAVE TEQUILA,2022-08-16,2022,8,211197.95
100% AGAVE TEQUILA,2023-12-06,2023,12,211191.08
AMERICAN VODKAS,2022-11-01,2022,11,210887.75
STRAIGHT BOURBON WHISKIES,2023-05-03,2023,5,210875.84
100% AGAVE TEQUILA,2023-08-07,2023,8,210865.65
AMERICAN VODKAS,2023-01-11,2023,1,210768.22
STRAIGHT BOURBON WHISKIES,2023-09-14,2023,9,210615.87
STRAIGHT BOURBON WHISKIES,2023-05-12,2023,5,210479.08
AMERICAN VODKAS,2024-01-16,2024,1,210419.07
AMERICAN VODKAS,2024-01-31,2024,1,210341.71
CANADIAN WHISKIES,2022-09-08,2022,9,210319.52
STRAIGHT BOURBON WHISKIES,2021-11-09,2021,11,210279.69
CANADIAN WHISKIES,2023-02-01,2023,2,210224.2
CANADIAN WHISKIES,2021-07-30,2021,7,210042.9
AMERICAN VODKAS,2023-04-21,2023,4,209955.43
STRAIGHT BOURBON WHISKIES,2024-01-03,2024,1,209953.8
AMERICAN VODKAS,2021-02-08,2021,2,209862.39
CANADIAN WHISKIES,2021-11-23,2021,11,209832.68
AMERICAN VODKAS,2023-02-15,2023,2,209809.06
CANADIAN WHISKIES,2023-05-15,2023,5,209794.85
AMERICAN VODKAS,2023-09-20,2023,9,209738.95
CANADIAN WHISKIES,2023-12-20,2023,12,209530.22
AMERICAN VODKAS,2021-03-10,2021,3,209446.57
CANADIAN WHISKIES,2021-12-03,2021,12,209303.09
AMERICAN VODKAS,2022-02-17,2022,2,209286.71
CANADIAN WHISKIES,2023-11-21,2023,11,209149.17
STRAIGHT BOURBON WHISKIES,2021-08-25,2021,8,209120.69
CANADIAN WHISKIES,2021-03-01,2021,3,208933.13
AMERICAN VODKAS,2023-03-22,2023,3,208661.14
STRAIGHT BOURBON WHISKIES,2023-12-20,2023,12,208660.84
CANADIAN WHISKIES,2021-05-12,2021,5,208613.64
100% AGAVE TEQUILA,2023-04-03,2023,4,208586.29
AMERICAN VODKAS,2022-05-16,2022,5,208400.14
CANADIAN WHISKIES,2021-03-24,2021,3,208377.72
AMERICAN VODKAS,2021-01-05,2021,1,208297.8
CANADIAN WHISKIES,2023-07-03,2023,7,208290.64
AMERICAN VODKAS,2021-07-26,2021,7,208281.33
CANADIAN WHISKIES,2023-11-07,2023,11,208236.18
100% AGAVE TEQUILA,2023-04-06,2023,4,208213.1
CANADIAN WHISKIES,2021-12-14,2021,12,207997.28
STRAIGHT BOURBON WHISKIES,2022-04-06,2022,4,207959.66
CANADIAN WHISKIES,2021-02-03,2021,2,207798.46
STRAIGHT BOURBON WHISKIES,2022-09-28,2022,9,207789.42
CANADIAN WHISKIES,2023-06-21,2023,6,207644.5
CANADIAN WHISKIES,2023-09-01,2023,9,207612.99
AMERICAN VODKAS,2023-03-09,2023,3,207596.06
AMERICAN VODKAS,2023-10-17,2023,10,207467.62
CANADIAN WHISKIES,2022-10-18,2022,10,207346.77
CANADIAN WHISKIES,2022-11-22,2022,11,207340.75
CANADIAN WHISKIES,2021-08-19,2021,8,207151.51
STRAIGHT BOURBON WHISKIES,2022-12-21,2022,12,207143.36
STRAIGHT BOURBON WHISKIES,2022-10-19,2022,10,207032.88
AMERICAN VODKAS,2021-12-23,2021,12,207030.34
CANADIAN WHISKIES,2024-01-25,2024,1,206951.29
AMERICAN VODKAS,2022-07-11,2022,7,206935.0
CANADIAN WHISKIES,2023-07-08,2023,7,206876.16
AMERICAN VODKAS,2022-03-11,2022,3,206800.9
AMERICAN VODKAS,2022-04-26,2022,4,206717.38
AMERICAN VODKAS,2021-12-30,2021,12,206498.62
CANADIAN WHISKIES,2023-10-27,2023,10,206455.3
CANADIAN WHISKIES,2021-09-09,2021,9,206357.45
CANADIAN WHISKIES,2024-01-30,2024,1,206238.23
AMERICAN VODKAS,2022-01-11,2022,1,206182.26
CANADIAN WHISKIES,2023-04-07,2023,4,206179.12
CANADIAN WHISKIES,2022-01-21,2022,1,206163.57
CANADIAN WHISKIES,2023-02-21,2023,2,206011.46
AMERICAN VODKAS,2023-09-14,2023,9,206002.96
CANADIAN WHISKIES,2023-03-31,2023,3,205860.87
AMERICAN VODKAS,2022-01-19,2022,1,205769.33
AMERICAN VODKAS,2022-12-01,2022,12,205676.87
AMERICAN VODKAS,2023-03-21,2023,3,205559.01
CANADIAN WHISKIES,2021-02-01,2021,2,205510.29
AMERICAN VODKAS,2023-11-28,2023,11,205470.81
AMERICAN VODKAS,2021-03-18,2021,3,205456.81
AMERICAN VODKAS,2021-05-10,2021,5,205455.65
AMERICAN VODKAS,2022-09-13,2022,9,205451.82
AMERICAN VODKAS,2021-12-02,2021,12,205416.43
AMERICAN VODKAS,2021-04-20,2021,4,205381.75
CANADIAN WHISKIES,2023-04-04,2023,4,205379.28
CANADIAN WHISKIES,2021-04-28,2021,4,205327.62
AMERICAN VODKAS,2022-05-03,2022,5,205323.16
SPICED RUM,2022-11-07,2022,11,205243.21
CANADIAN WHISKIES,2023-12-01,2023,12,205183.76
CANADIAN WHISKIES,2023-12-18,2023,12,205147.12
CANADIAN WHISKIES,2022-09-09,2022,9,205091.57
STRAIGHT BOURBON WHISKIES,2021-03-30,2021,3,204982.27
STRAIGHT BOURBON WHISKIES,2021-06-09,2021,6,204838.11
SPICED RUM,2021-11-02,2021,11,204572.98
STRAIGHT BOURBON WHISKIES,2023-12-28,2023,12,204420.28
STRAIGHT BOURBON WHISKIES,2021-05-10,2021,5,204282.09
AMERICAN VODKAS,2022-06-04,2022,6,204264.72
AMERICAN VODKAS,2023-07-05,2023,7,204261.21
AMERICAN VODKAS,2022-11-22,2022,11,204146.35
CANADIAN WHISKIES,2021-02-25,2021,2,204137.77
AMERICAN VODKAS,2023-03-30,2023,3,204085.51
AMERICAN VODKAS,2023-09-19,2023,9,203863.16
CANADIAN WHISKIES,2021-06-15,2021,6,203862.45
CANADIAN WHISKIES,2023-10-30,2023,10,203725.25
STRAIGHT BOURBON WHISKIES,2023-08-29,2023,8,203476.95
CANADIAN WHISKIES,2023-05-11,2023,5,203420.93
CANADIAN WHISKIES,2021-12-23,2021,12,203289.39
CANADIAN WHISKIES,2022-08-09,2022,8,203278.6
AMERICAN VODKAS,2022-01-07,2022,1,203226.39
AMERICAN VODKAS,2023-02-02,2023,2,203183.33
CANADIAN WHISKIES,2023-10-02,2023,10,203166.62
100% AGAVE TEQUILA,2023-05-11,2023,5,203019.96
AMERICAN VODKAS,2024-01-29,2024,1,202985.25
AMERICAN VODKAS,2021-02-10,2021,2,202773.24
CANADIAN WHISKIES,2021-02-15,2021,2,202745.46
CANADIAN WHISKIES,2021-12-20,2021,12,202735.75
AMERICAN VODKAS,2022-09-15,2022,9,202680.59
STRAIGHT BOURBON WHISKIES,2023-04-05,2023,4,202538.07
AMERICAN VODKAS,2023-07-13,2023,7,202534.96
CANADIAN WHISKIES,2021-07-02,2021,7,202435.46
AMERICAN VODKAS,2023-01-04,2023,1,202348.06
AMERICAN VODKAS,2021-03-15,2021,3,202215.76
CANADIAN WHISKIES,2023-06-20,2023,6,202211.57
STRAIGHT BOURBON WHISKIES,2022-01-19,2022,1,202195.38
AMERICAN VODKAS,2021-01-20,2021,1,202076.33
AMERICAN VODKAS,2021-11-30,2021,11,202016.09
AMERICAN VODKAS,2022-02-18,2022,2,201963.84
CANADIAN WHISKIES,2021-09-29,2021,9,201918.61
SPICED RUM,2023-03-10,2023,3,201895.82
AMERICAN VODKAS,2023-02-28,2023,2,201814.95
CANADIAN WHISKIES,2021-06-25,2021,6,201684.02
CANADIAN WHISKIES,2021-09-01,2021,9,201625.21
CANADIAN WHISKIES,2021-12-15,2021,12,201599.3
AMERICAN VODKAS,2021-07-29,2021,7,201557.03
STRAIGHT BOURBON WHISKIES,2023-06-14,2023,6,201481.58
CANADIAN WHISKIES,2023-07-11,2023,7,201431.13
CANADIAN WHISKIES,2022-12-16,2022,12,201414.16
STRAIGHT BOURBON WHISKIES,2023-12-11,2023,12,201220.76
CANADIAN WHISKIES,2021-08-25,2021,8,201203.93
CANADIAN WHISKIES,2021-12-06,2021,12,201190.83
AMERICAN VODKAS,2021-08-12,2021,8,201187.32
STRAIGHT BOURBON WHISKIES,2021-02-10,2021,2,201158.27
CANADIAN WHISKIES,2021-08-03,2021,8,201094.2
AMERICAN VODKAS,2021-07-22,2021,7,200996.52
AMERICAN VODKAS,2022-06-03,2022,6,200977.6
STRAIGHT BOURBON WHISKIES,2021-09-30,2021,9,200885.46
STRAIGHT BOURBON WHISKIES,2022-08-16,2022,8,200779.0
AMERICAN VODKAS,2023-10-19,2023,10,200704.65
AMERICAN VODKAS,2021-01-11,2021,1,200549.26
STRAIGHT BOURBON WHISKIES,2021-12-09,2021,12,200515.33
STRAIGHT BOURBON WHISKIES,2023-08-28,2023,8,200449.25
AMERICAN VODKAS,2023-03-02,2023,3,200393.67
AMERICAN VODKAS,2023-12-12,2023,12,200385.78
SPICED RUM,2023-11-09,2023,11,200370.27
CANADIAN WHISKIES,2023-02-14,2023,2,200348.11
CANADIAN WHISKIES,2022-09-06,2022,9,200335.13
SPICED RUM,2023-03-08,2023,3,200272.65
CANADIAN WHISKIES,2021-08-31,2021,8,200174.87
STRAIGHT BOURBON WHISKIES,2021-12-07,2021,12,200156.38
